  
       XFOIL         Version 6.97
  
 Calculated polar for: 000060                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.9057   0.01430   0.00704  -0.2474   0.7809   0.1598
   1.000   1.0152   0.01422   0.00716  -0.2480   0.7612   0.1837
   2.000   1.1430   0.01403   0.00720  -0.2525   0.7433   0.2240
   3.000   1.2720   0.01380   0.00826  -0.2573   0.7194   0.7391
   4.000   1.3337   0.01466   0.00918  -0.2453   0.6867   0.7877
   5.000   1.3742   0.01563   0.01019  -0.2299   0.6418   0.8163
   6.000   1.3924   0.01799   0.01237  -0.2120   0.5559   0.8338
   8.000   1.2582   0.04053   0.03238  -0.1635   0.0493   0.8515
   9.000   1.2698   0.04851   0.04054  -0.1531   0.0362   0.8695
  12.000   1.3527   0.07253   0.06515  -0.1341   0.0223   0.8903
  13.000   1.4243   0.07539   0.06807  -0.1291   0.0206   0.8961
  14.000   1.5659   0.07629   0.06973  -0.1245   0.0230   0.9038
